text,label
UVA got the Crimson Chin up in the stands,4
Fastest field rush of all time holy shit!!!!!!!!,6
Did I just watch an FSU player get stampeded to death by UVA fans!?,3
"Wow, fastest field storming I've ever seen.",6
"Wow that crowd ran on within a millisecond of the game ending lol, what if there was a flag??",4
no hesitation flooding the field from the students.  amazing to see,6
That guy is dead,4
Student section already preemptively on the field,4
"Hell of a storm lol, but is fsu's receiver good? The guy just dissappeared into the crowd",4
That was a category 5 field storming,4
That FSU player just got trampled lmao,3
Did that UVA fan just record himself flipping off Castellanos,2
RIP to that WR that just got stampeded,3
Is that WR alive for FSU?,6
Coolest and most unsafe field rush ever,6
That looked like a scene out of a zombie movie.,6
The fans just trampled the FSU WR in the end zone Jesus Christ,3
And people say the NFL is better than college football lol,4
That crowd rush was insane,4
No way the Virginia db survived that mob,4
Yes that’s dangerous AF,4
"Damn, they rushed that field like Free TV's at Wal Mart on Black Friday.",3
Those guys in the yellow security shirts are seeing their lives flash before their eyes right now,3
Players fucking trampled,2
most instant storming of the field ive ever seen. looks engineered to get rushed.,2
That might be a record for the fastest field rush ever.,6
FUCKING AMAZING FIELD STORMING,8
That one was of the craziest rushes I’ve ever seen. Dudes were still laying on the ground in the end zone and got stampeded,8
Is that fsu receiver still in the crowd lol,6
fastest field rush in history,8
Oh shit they trampled the dude,3
<em>kills the guy they were just cheering for</em>,2
"they were in the field before those two got up, gotta love it",8
"At my signal, unleash Hoo",6
Just look at this scene. The NFL could never.,8
That’s awesome! But definitely won’t be allowed again,8
"They beat FSU in 95, 05, and now 25. What happened in 15? They messed up the pattern",3
"Haha, I ain’t ever seen an interview where they can’t find the interviewer in the crowd 😆",6
"FSU WR got swamped, that ain't cool",3
"jesus christ, i'm worried about that player getting trampled. hope he's okay",2
They may have trampled the guy who picked it off,3
"That was the fastest field rush I've ever seen, like a sprint",8
Record time on that field storm holy shit,8
That's a fucking field rush holy shit...  Like piranhas to bait,8
Reminded me of the stampede scene in Lion King,8
"I suppose that's kinda what you should expect when you have the student section on a slope directly behind one of the endzones, and no physical barrier on the ground in between",6
Travis Scott level crowd with a body count to match.,4
This is so cool with the review thing,8
Goddamn this game has been fun as fuck to watch,8
Holy smokes dude just got trampled,3
A+ crowd rush,8
HOLY SHIT,4
"Someone just got trampled, wtf was that?!",3
Looks like Metallica playing in Moscow,6
That’s the fastest field storming I’ve ever seen looool,8
<pre><code>The deluge </code></pre>,4
My UVA friend told me about the field rush that they had one time and man oh man I didn't think it would be THAT intense.,6
Players in the end zone just got trampled,3
Dude that missed the catch got swarmed shit,4
FALSE START ON THE CROWD RUSHING,4
Lol are those players in the endzone alive,6
Holy field rush,8
Holy shit the fans storming from the hill  Fucking CINEMA,8
Imagine if there was a flag on the play haha,6
That UVA kid rushing the field who was flipping off castellanos while filming him is a fucking loser,1
<ul> <li>Epic immediate field rush</li> <li>Dude flipping the receiver off was pretty bad form</li> </ul>,4
I have a fever. The prescription: more operation center.,6
Gonna rush before the game ends,6
God I love this sport   At least when my team isn't playing,6
Holy shit the wall of people crashing in as soon as it was intercepted,8
I have never seen a storm that ferociously fast before.,8
Holy shit. That rush looks scary as fuck.,8
F-it someone is down there kinda throw,3
That field storming was fucking sick,8
"Im concerned if the B1G and SEC let a listen into their booths, we’d hear some crooked ass shit",2
The Virginia student section slowly inching towards the field in anticipation of the win is really funny,8
That sideline EXPLODED,8
Poor wr on the ground might be dead from that stampede,3
Holy shit that was an <em>immediate</em> field rush lmfao,8
OH MY GOD OH MY GOD GO HOOS,8
Holy SHIT the fans got onto the field QUICK.,8
That fucking ruled,8
Hopefully the fsu receiver didn’t get fucking killed by the students,2
That was a good game.  I was entertained throughout.,6
"Damn, they nearly ran over the players.",4
Did we just watch UV students kill a guy?,2
"I'm probably in the minority, but that was ridiculous. Fans should not rush the field that quick. Someone could get hurt. The receiver looked like he was trampled.",1
Holy shit hopefully nobody gets hurt,3
DO NOT TRAMPLE THE MAN WHO JUST WON YOU THE GAME YOU FUCKS,0
Would be hilarious if there was flag,6
That was a top 5 field storm,6
I think they killed the guy who picked that,2
And it's 1995 all over again!,8
Bad night to be a Michelob Ultra in Charlottesville when Tanner and his boys roll up after this win,6
HORTON IS HEARING THE HOOS,8
Can FSU even get all their guys off the field?,6
Those players getting trampled by the students feels kind of dangerous tbh,3
Damn hope those players are okay,3
I LOVE CFB,6
UVA better get mega fined for allowing that to happen,3
That looked like a crowd crush situation,3
GO HOOS,8
shoutout ot the best conference for letting fans hear the refs,6
AND THEY’RE STORMING THE FIELD!!!!!,6
Bro RIP to that FSU WR,6
SICKKKKK FIELD STORM. Props to UVA Student section,8
that field rush had zero turbo lag,8
This is gonna hurt Florida's strength of schedule,3
Trashy punk with the middle finger. Hate that shit,1
WORLDS FASTEST FIELD RUSH LMAO,8
I mean tha was a fucking sick field rush,6
"HOOOO  damn, those students got out there fast",8
That defender and receiver just got trampled lmao,3
Beautiful game,8
HOLY SHIT,8
Wow wow wow,8
That's the kind of win this team needs.,8
How bad is Bama?,3
I was all for field storming but idk anymore  I mean we got frat dudes coming up to the qb and flipping him off within 10 seconds of the play being over,2
Holy hell that field rush can’t happen like that,2
